subject,metaphor_id,response,met_type,conceptual,nm,trial_order,met_stim,met_RT,age,sex,hand,collegeYear,SES,language_group,lang_dist,LD_rev,LD_inverse,englishAgeofOnset,AT,NFC,letter_sets,WMC,GK,LA,word_gen_pca,source_similarity_lsa,source_similarity_word2vec
5,cm104,Her home is clean as Queen Elizabeth the 1st vagina. ,conv,5,5,16,22,37012,21,m,right,3,4,english,,0,0,0,7,-11,4,55,27,5,12.6494888,0.257015989,0.316547951
5,cm105,Kinship can bring family together like experiments with the Mythbusters. ,conv,5,5,17,20,42360,21,m,right,3,4,english,,0,0,0,7,-11,4,55,27,5,12.6494888,0.180878377,0.221916567
5,cm106,University classes can be more monotonus than solitary confinement for 1000 years. ,conv,5,5,18,2,52910,21,m,right,3,4,english,,0,0,0,7,-11,4,55,27,5,12.6494888,,
5,cm108,Certain old timers are more obstinant than Bill O'Reily being forced to attend a gay strip club. ,conv,5,5,20,6,154945,21,m,right,3,4,english,,0,0,0,7,-11,4,55,27,5,12.6494888,-0.044278453,-0.050184128
6,cm111,Divorce is like a cloud of locusts descending upon the family's psyches. ,conv,5,5,1,17,64176,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.290023362,0.248570066
6,cm113,"While normally a mild-mannered man, his temper was much like a pressure cooker left unattended over a gas stove. Those around him never stood a chance. ",conv,5,5,3,13,62542,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.146961978,0.350082421
6,cm114,Friendship  is like an aquifer which the plants above maintain and cause each other to grow with. ,conv,5,5,4,20,220838,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.07287341,0.288514875
6,cm116,"Cigarettes have consequences, just like a jailer who throws parties in the cell for decades, until one day, after you enter as normal, he finally locks you in and abandons you. ",conv,5,5,6,15,84632,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.060534525,0.499656373
6,cm119,"Their love, separated by the Caribbean Sea, felt just like the disappearing of sandbars with the undertow. Neither one knew what tomorrow would bring.  ",conv,5,5,9,3,167760,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.153324029,0.157632639
6,cm120,"The pressures of high school cause some teenagers to assume the behaviors of a ball in a pinball machine, constantly pushed by society's expectations, oft at the peril of falling past the flippers. ",conv,5,5,10,12,103772,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.224658901,0.393971356
6,cm122,It would be easier to unravel a pile of snakes without getting bitten than it would to divine some people's inner thoughts. ,conv,5,5,12,8,111962,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.610212662,0.335704654
6,cm123,"When using some computer programs, it can feel like someone is trying to insert a ham into the floppy disk drive of your mind. Make sure and slice each step thinly. Then you will be able to process all steps. ",conv,5,5,13,7,67191,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.564628099,0.561101774
6,cm125,Imagine a box of sardines where all living things look the same and are dead. Now think of the exact opposite and that is what you will see in GSU's student body! ,conv,5,5,15,16,62238,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.455240353,0.573073176
6,cm127,"Not even Lorelei, the Teutonic Siren known for singing songs that caused boatmen to capsize nightly, could have emitted a melody as arresting as her smile. ",conv,5,5,17,10,119806,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,-0.052151812,-0.031043234
6,cm129,"It is as though, with some relationships, both halves of the couple leave each other famished in the wilderness. ",conv,5,5,19,11,47952,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.306647427,0.237387811
6,cm132,Some of the old men were like stone monoliths in a hurricane. They would never budge an inch until the roots below were thrust out and they collapsed once and for all. ,conv,5,5,22,6,102088,27,m,right,7,3,english,,0,0,0,13,28,9,52,26,12,21.2986889,0.11432513,0.043752394
7,cm143,Love is like a toddler that's hungry and needs a nap. ,conv,5,5,11,3,91507,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.139289033,0.04428367
7,cm145,His temper is like popping open a bottle of champagne. ,conv,5,5,13,13,58064,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.010426107,0.162861319
7,cm147,The Earth is as crowded as I-85 at 5 o'clock. ,conv,5,5,15,18,117055,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.108033923,0.219543937
7,cm150,Cigarettes are like a lion waiting to attack its prey. ,conv,5,5,18,15,37459,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.329152015,0.281028653
7,cm152,Some relationships are like baking a cake and having no one to share it with. ,conv,5,5,20,11,71357,21,f,left,4,3,english,,0,0,0,15,27,12,60,26,12,23.0550575,0.107017806,0.027434878
9,cm195,Friendship is like a tough stain ,conv,5,5,19,20,12323,21,m,right,2,2,bilingual,1,3,1,6,11,0,8,37,24,9,17.303136,0.14932293,0.134534773
10,cm208,Love is like schrodinger's cat ,conv,5,5,10,3,96879,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,-0.02419292,-0.050399535
10,cm210,Some college lectures are like life without wifi ,conv,5,5,12,2,42309,20,m,ambi,2,3,non-english,1.5,2.5,0.666666667,5,20,8,9,33,18,7,12.0285021,,
11,cm227,Some relationships are like staying in on a Friday to study and getting a C on the test. ,conv,5,5,7,11,76356,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.036716638,-0.087556699
11,cm236,Some teenagers remind me of hyperactive cats exposed to catnip. ,conv,5,5,16,12,37239,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.036622481,0.090840948
11,cm240,Smoking cigarettes is like willingly walking around at night in a neighborhood notorious for gangs. ,conv,5,5,20,15,88402,21,f,right,3,3,bilingual,,0,0,0,17,18,9,62,19,12,20.6571744,0.040928964,0.222485366
12,cm254,Love is like taking an exam without a study guide. ,conv,5,5,12,3,52388,20,f,right,2,3,bilingual,1.75,2.25,0.571428571,2,15,11,13,38,20,12,16.0224749,0.028648468,0.025641548
13,cm267,Love is like predicting where a rock in an avalanche will end up after falling for a thousand feet. ,conv,5,5,3,3,52383,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,0.017458763,0.075782623
13,cm269,Her smile is like a feast to a starving man. ,conv,5,5,5,10,52795,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,-0.021472479,-0.067648754
13,cm270,Some Computer Programs are like Rube Goldberg machines that clean your house ,conv,5,5,6,7,181919,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,0.211118815,0.219026511
13,cm271,Some property is like your childhood blanket that you have kept around for 20 years ,conv,5,5,7,21,69196,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,0.154708379,0.134667085
13,cm273,Her Family is like the foundation of an anti-zombie fortress ,conv,5,5,9,5,74053,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,-0.019927701,0.071063436
13,cm277,Her house was organized like a Spartan Commander's Tent. ,conv,4.5,5,13,22,48493,21,m,ambi,4,3,english,,0,0,0,12,17,14,38,22,11,23.5891927,0.033099571,0.306316667
14,cm303,"Friendship are stars in a constellation, Keeps People Together for a Long Time.  ",conv,5,5,17,20,55538,24,f,right,4,1,english,,0,0,0,19,8,5,33,9,5,10.7999528,0.55180313,0.744970447
15,cm310,Some computer programs are like trying to like your elbow ,conv,5,5,2,7,43348,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.27702134,0.324111908
15,cm322,Her beauty is like casting a wide net ,conv,5,5,14,14,55899,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,-0.061375292,0.009844107
15,cm329,Love is like trying to herd cats ,conv,5,5,21,3,29835,27,f,right,6,3,english,,0,0,0,17,40,7,53,19,8,18.4195702,0.064527843,0.118189749
16,cm334,Her attractiveness was like the beguiling tune of a snake charmer ,conv,5,5,4,14,20548,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,0.05694946,0.112432714
16,cm335,Some jobs are like a garbage compactor ,conv,5,5,5,1,17077,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,-0.135115534,-0.016169609
16,cm339,Some computer programs are like bras ,conv,5,5,9,7,17095,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,0.175058207,0.182090654
16,cm341,Certain memories are like Charles Dickens describing a fireplace ,conv,5,5,11,4,39897,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,,
16,cm343,Some college lectures are like long treks through the desert ,conv,5,5,13,2,12961,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,,
16,cm346,Some people are like inscrutable hieroglyphs ,conv,5,5,16,8,21384,26,m,right,6,4,bilingual,,0,0,0,11,37,10,37,27,12,34.5091566,0.546785802,0.526662613
18,cm380,Some college lectures are like watching a 18-round based ball game. ,conv,5,5,6,2,76891,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,,
18,cm386,The Earth is like a library during final periods. ,conv,5,5,12,18,129858,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,-0.102352788,0.147256087
18,cm391,Cigarettes are like life vests that suddenly do not work in the sea.  ,conv,5,5,17,15,182686,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.093311622,0.202965575
18,cm396,Colleges are like a stadium for a superbowl game.  ,conv,5,5,22,16,45497,27,f,right,7,3,non-english,1,3,1,9,11,12,13,26,21,13,17.7804236,0.033108592,0.062089481
19,cm399,"Certain memories are like Indian tapestry, full of figures and colors. ",conv,5,5,3,4,58892,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,,
19,cm405,Some relationships are like getting a PhD. ,conv,5,5,9,11,105995,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,0.19590926,0.076710576
19,cm409,Some jobs are like the business class middle seat in an international flight. ,conv,5,5,13,1,81778,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,-0.090695711,0.05442265
19,cm416,Friendship is like a long-term loan. ,conv,5,5,20,20,26892,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,0.007399425,0.160264838
19,cm418,Her smile is like ice-cream in a hot summer. ,conv,5,5,22,10,32171,33,f,right,7,2,non-english,2.5,1.5,0.4,14,13,36,10,41,19,10,17.8917509,0.055777101,-0.02486606
20,cm420,Some relationships are just like working night shifts at Arby's. ,conv,5,5,2,11,70859,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,0.231229563,0.143769292
20,cm422,Some college lectures are like watching golf. ,conv,5,5,4,2,42690,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,,
20,cm429,Certain memories are like a pilot's check list. ,conv,5,5,11,4,47395,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,,
20,cm430,Friendship is like a tree that lives through the years. ,conv,5,5,12,20,152438,45,f,right,6,3,non-english,2.5,1.5,0.4,11,17,24,14,39,22,11,13.2096799,0.253729574,0.306461538
22,cm464,Some relationships are like living in a mansion with too many empty rooms and nothing to do with them. ,conv,5,5,2,11,103911,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.260796397,0.261075251
22,cm475,Her beauty makes her as laid back as a lazy cat who wants her food. ,conv,5,5,13,14,91390,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.375873418,0.535477515
22,cm481,Love is like wanting to be a musician for career. ,conv,5,5,19,3,64529,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,0.117039833,0.010628555
22,cm482,Some jobs are like boa constrictors. ,conv,5,5,20,1,17771,19,f,left,3,2,english,,0,0,0,10,23,10,33,27,12,23.546557,-0.147171548,-0.021787128
23,cm485,Trying to persude the old men was liking trying to scrape gum off the bottom of my shoe.  ,conv,5,5,1,6,92827,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.223800252,0.22349071
23,cm489,Trying to read there minds was like trying to read text off a computer screen without your perscription glasses.  ,conv,5,5,5,8,32146,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.271491474,0.327342976
23,cm492,"The woman's allure was like a net, catching all the fish in a lake while someone else stands on the shore with a broken rod.  ",conv,5,5,8,14,312110,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,-0.007358021,0.20266392
23,cm493,Learning how to use the computer program was like trying to learn how to drive a stick. ,conv,5,5,9,7,79064,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.489100362,0.593345711
23,cm494,"Once the pair became friends, they were as hard to seperate as bricks layered with cement.  ",conv,5,5,10,20,132349,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.265081066,0.195249709
23,cm499,Young people these days are like ants at a picnic.  ,conv,5,5,15,12,23094,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.15724611,0.206508482
23,cm500,Purchasing the estates would be like having stock in Google. ,conv,4.5,5,16,21,60665,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.091312203,0.116791884
23,cm503,"Smoking is like standing in a open field during a lighting storm. You never know if or when, but your treding on a landmine all the same.  ",conv,5,5,19,15,60743,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.021772281,0.168386384
23,cm505,"Education is like a welcome mat, its the first step to enter a whole new world.  ",conv,5,5,21,19,31724,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.272876905,0.351049006
23,cm506,"Some relationships are like trying to plant roses in the winter. You can dig through the frozen soil all you want, but the bulbs are never going to blossom.  ",conv,5,5,22,11,57118,19,f,right,4,2,english,,0,0,0,12,-9,10,35,27,6,18.9884451,0.038276959,0.046034472
24,cm507,The effects of getting a divorce is like the dropping of nukes on Japan ,conv,5,5,1,17,93468,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.042612851,0.131518133
24,cm514,Trying to understand what some people are thinking is like trying to understand America's current government  ,conv,4.5,5,8,8,93988,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.601516556,0.632138512
24,cm518,Some relationshoips are like working in a research lab and having a project fail  ,conv,5,5,12,11,49543,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.027645271,-0.175691577
24,cm520,Her family functions like a BSL-4 lab  ,conv,5,5,14,5,28250,23,m,right,6,3,english,,0,0,0,12,20,6,42,21,7,16.0651106,0.019929651,0.221305655
25,cm536,Colleges are like vending machines. There are countless and various options to choose from. ,conv,5,5,8,16,50596,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.012826997,0.258146839
25,cm544,Some Old Men are like Scrooges on Christmas.  ,conv,5,5,16,6,44924,19,f,right,1,3,bilingual,1,3,1,3,20,10,5,15,18,6,17.1918087,0.038110106,-0.022046387
26,cm555,some relationships are like toilet paper ,conv,5,5,5,11,35058,19,f,right,1,3,non-english,1.5,2.5,0.666666667,4,14,30,8,31,16,8,10.9033841,0.214903476,0.000876381
27,cm582,"Cigarettes may cause a decline to the point of death, just like eating mcdonalds. ",conv,3.5,5,10,15,158171,31,m,left,5,2,english,,0,0,0,21,36,6,52,20,10,15.4741278,0.320285826,0.318800557
28,cm595,Friendships are like tangled headphones. ,conv,5,5,1,20,79756,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.048283187,0.110208829
28,cm596,The earth is like birds gathering every meal to eat. ,conv,5,5,2,18,70451,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.090904726,0.24965485
28,cm606,Some college lectures are like watching a lifetime movie. ,conv,5,5,12,2,85705,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,,
28,cm613,Her house is like brand new shoes. ,conv,5,5,19,22,50420,21,f,right,3,2,bilingual,2.75,1.25,0.363636364,6,21,4,7,20,13,2,9.6914146,0.127253044,0.22209333
29,cm620,Some computer programs are like trying to repair the I85 bridge ,conv,5,5,4,7,67834,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,0.228135103,0.30664697
29,cm628,Some college lectures are like sitting in Catholic mass on Sundays ,conv,3,5,12,2,58271,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,,
29,cm631,Some Old Men are like puppies that choose to sit during a walk rather than cooperate and explore the neighborhood for a place to poop ,conv,5,5,15,6,32381,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,0.064938413,0.006172433
29,cm635,Love is like visiting Russie and never have had any exposure to the Cyrilic (? ,conv,5,5,19,3,43681,22,m,right,4,3,bilingual,2.25,1.75,0.444444444,5,12,-3,14,40,19,9,29.3434821,0.026632785,0.058210009
30,cm640,Colleges are like a collage of all the colors of the rainbow plastered together ,conv,5,5,2,16,69876,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,-0.026407086,0.03678424
30,cm641,Using some computer prgrams is like trying to get a horse to fit through a keyhole ,conv,5,5,3,7,80053,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.490792016,0.548510865
30,cm642,Going through some of these college lectures is like looking at the intricacies of the letter T ,conv,5,5,4,2,207373,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,,
30,cm643,Her house is like a house looks like in an OxiClean commercial ,conv,5,5,5,22,60580,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.129760315,0.310184409
30,cm644,Her family is like a steady horse that gets you to your destination ,conv,5,5,6,5,42898,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,-0.054153605,0.068540049
30,cm649,Some jobs make people feel like they're the main character from 127 hours ,conv,5,5,11,1,58446,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,-0.108132546,0.135754697
30,cm651,Some relationships are like being a tour guide for a forgotten tourist that gives no pay ,conv,5,5,13,11,83497,20,m,left,2,3,english,,0,0,0,9,35,14,41,23,11,23.5710328,0.161086074,0.146321203
31,cm661,Her smile drew them in like the scent of fresh baked cookies. ,conv,5,5,1,10,157590,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.056639156,0.090051981
31,cm668,The university is like a United Colors of Benetton ad. ,conv,5,5,8,16,34922,43,f,left,7,3,english,,0,0,0,9,60,12,58,27,10,19.5383723,0.029586848,-0.040324638
